job_name,job_type,company_name,job_location,job_date,num_of_people,experience_needed,career_level,education_level,gender,salary,job_categories,skills_and_tools,job_description,job_requirements,key_job
Senior Front End Developer,['Full_Time'],Anchor Consultancy,Maadi Cairo Egypt,Posted 10 days ago,85,3_To_4_Years,Experienced_(Non-Manager),Not_Specified,male and female,Confidential,['IT/Software Development'],"['React.js', 'Agile']","['Develop new user-facing features using React.js / Redux', 'Build reusable components and front-end libraries for future use', 'Translate designs and wireframes into high-quality code', 'Optimize components for maximum performance across a vast array of web-capable devices and browsers', 'Collaborate with the team of developers', 'Direct problem-solving skills within the environment']","['Good knowledge of JavaScript, including DOM manipulation and the JavaScript object model', 'Experience from 3 - 4 years', 'Thorough understanding of React.js and its core principles', 'Experience with popular React.js workflows such as Redux for state management', 'Familiarity with newer specifications of TypeScript', 'Familiarity with http requests and fetching data efficiently from multiple sources', 'Knowledge of modern authorization mechanisms, such as JSON Web Token', 'Familiarity with modern front-end build pipelines and tools', 'Experience with common front-end development tools such as Babel, Webpack, NPM, etc.', 'Ability to understand business requirements and translate them into technical specifications', 'Familiarity with code versioning tools such as Git', 'Desirable Skills:', 'Familiarity with TypeScript', 'Familiarity with Tailwindcss', 'Familiarity with Redux Saga']",front end
Front End Developer (React.js & Vue.js),['Full_Time'],Enegix,Alexandria Egypt,Posted 17 days ago,54,2_To_4_Years,"Senior_Management_(CEO,_GM,_Director,_Head)",Bachelor'S_Degree,male and female,15000,['IT/Software Development'],"['Computer_Science', 'Frontend', 'Information_Technology_(IT)', 'React', 'Vue.js', 'front-end', 'JavaScript']","['The Frontend Developer will be responsible for building and maintaining web applications using Vue.js and React.js frameworks. The ideal candidate will be skilled in creating dynamic and responsive user interfaces, ensuring an optimal user experience.', 'Key Responsibilities:', 'Develop new user-facing features using Vue.js and React.js.', 'Build reusable components and front-end libraries for future use.', 'Translate designs and wireframes into high-quality code.', 'Optimize applications for maximum speed and scalability.', 'Ensure the technical feasibility of UI/UX designs.', 'Collaborate with other team members and stakeholders.', 'Maintain and improve website.', 'Implement front-end security and data protection.']","['Technical Skills:', 'Proficiency in Vue.js and React.js.', 'Strong understanding of JavaScript, including DOM manipulation and JavaScript object model.', 'Familiarity with newer specifications of EcmaScript.', 'Experience with data structure libraries (e.g., Immutable.js).', 'Knowledge of isomorphic React is a plus.', 'Experience with RESTful APIs.', 'Knowledge of modern authorization mechanisms, such as JSON Web Token.', 'Familiarity with modern front-end build pipelines and tools.', 'Experience with common front-end development tools such as Babel, Webpack, NPM, etc.', 'Ability to understand business requirements and translate them into technical requirements.', 'Familiarity with code versioning tools such as Git.', 'Soft Skills:', 'Strong problem-solving skills.', 'Excellent verbal and written communication skills.', 'Ability to work in a team.', 'Attention to detail.', 'Good time-management skills.', 'Education and Experience:', 'Bachelor’s degree in Computer Science, Information Technology, or a related field.', 'Proven work experience as a Frontend Developer.', 'Portfolio of completed design projects.']",front end
Senior Front-end Engineer (React),['Full_Time'],NFQ Technologies,Cairo Egypt,Posted 17 days ago,62,Not_Specified,Not_Specified,Not_Specified,male and female,Confidential,"['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology']","['Information_Technology_(IT)', 'Computer_Science', 'Software_Development', 'javaScript', 'CSS', 'HTML5', 'HTML', 'CSS3', 'Angular', 'Software_Engineering', 'Web_Development', 'Front-End', 'Engineering', 'Computer_Engineering', 'Front_End', 'jQuery', 'Git', 'React', 'SASS', 'UI']","['????', 'Privacy Notice', 'Senior Front-end Engineer (React)', 'Cairo Egypt – Tech / Full-time / Hybrid', 'In this role, you will', '+ Implement performance improvements', '+ Design and maintain automated monitoring and reporting tools', '+ Discover new opportunities, research, debug and profile', '+ Provide technical guidance to engineering teams on following performance standards', '+ 5+ years of experience', '+ Excellent JavaScript knowledge', '+ Expert-level knowledge of modern Front-end tools: TypeScript, React, Redux etc.', '+ Experience in building large-scale single-page applications', '+ Expert-level knowledge of functional programming, design patterns', '+ Up-to-date knowledge on Browser API’s, Progressive Web Apps', '+ Effective communication skills and the ability to work in a group of highly skilled developers and product owners', '+ Fluency in English', 'What we offer', '+ Fully covered Social Insurance', '+ Medical Insurance', '+ Life Insurance', '+ Competitive salaries', '+ Provide you with Laptop and set up', '+ 10 days training / year', '+ Referral bonus, Birth Bonus and Marriage bonus']",none,front end
Senior Front End Developer -React.Js - Minimum of 5 years,"['Full_Time', 'Work_From_Home']",Amasi,Cairo Egypt,Posted 18 days ago,106,5_To_8_Years,Experienced_(Non-Manager),Not_Specified,male and female,Confidential,"['IT/Software Development', 'Engineering - Telecom/Technology']","['CSS3', 'Information_Technology_(IT)', 'React', 'JavaScript', 'Web_Design', 'front-end', 'Software_Development', 'HTML5', 'SEO', 'React.js', 'Unit_Testing']","['Responsible for development of new highly-responsive, web-based user interface', 'Strong technical background, excellent understanding of OOP concepts, and web and front end application development designs.', 'Proficient understanding of web markup, including HTML5, CSS3', 'understanding of server-side CSS pre-processing platforms, such as LESS and SASS', 'Construct visualizations that are able to depict vast amounts of data', 'Work and collaborate with the rest of the engineering team', 'Learn and understand user interactions', 'Develop a flexible and well-structured front-end architecture, along with the APIs to support it', 'Developing new user-facing features using React.js', 'Building reusable components and front-end libraries for future use', 'Translating designs and wireframes into high-quality code', 'Optimizing components for maximum performance across a vast array of web-capable devices and browsers']","['5 to 8 years of experience in front-end development.', 'Strong Experience with HTML5, CSS3, Java Script and Type Script', 'Excellent with Typescript and ECMAscript.', 'Solid understanding of Progressive Web Applications', 'Strong Experience with react.js, redux, redux-saga', 'Web experience with developing responsive web design or application.', 'Experience with web services API integration (REST, JSON).', 'Good understanding of asynchronous requests and promises.', 'Knowledge of modern authorization mechanisms, such as JSON Web Token', 'Experience with version control such as Git', 'Experience using JavaScript build tool', 'Extensive experience in design patterns and SOLID principles', 'Knowledge of SEO principles']",front end
Senior UI & Front End Developer (Angular),['Full_Time'],Blackstone eIT,Cairo Egypt,Posted 13 days ago,29,Not_Specified,Not_Specified,Not_Specified,male and female,Confidential,"['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology']","['Information_Technology_(IT)', 'UI', 'Computer_Science', 'UX', 'Design', 'Adobe_Photoshop', 'CSS', 'Adobe_Illustrator', 'Web_Design', 'HTML', 'HTML5', 'javaScript', 'CSS3', 'Computer_Engineering', 'Software_Development', 'Software_Engineering', 'Engineering', 'UI/UX', 'jQuery', 'Adobe_Indesign']","['BlackStone eIT, a leading computer software company, is currently seeking a UI & Front End Developer to join our dynamic team. As a UI & Front End Developer, you will play a crucial role in designing and implementing user interfaces for our software applications. You will collaborate with cross-functional teams to gather requirements, create wireframes and prototypes, and develop user-friendly and visually appealing interfaces.', 'In this role, you will utilize your expertise in HTML, CSS, and JavaScript to create responsive and optimized web applications. You will work closely with the design team to ensure a consistent and seamless user experience across different platforms and devices. The ideal candidate is a creative and detail-oriented individual with a passion for web development and a strong understanding of user-centered design principles.']",none,front end
Front End Developer,['Full_Time'],Al Medadsoft,Nasr City Cairo Egypt,Posted 20 days ago,364,2_To_6_Years,Experienced_(Non-Manager),Bachelor'S_Degree,male and female,Confidential,"['IT/Software Development', 'Engineering - Telecom/Technology']","['front-end', 'Development', 'Information_Technology_(IT)', 'Web_Development', 'Computer_Science', 'Software_Development', 'Program_Development']","['Use markup languages like HTML to create user-friendly web pages', 'Maintain and improve website', 'Optimize applications for maximum speed', 'Design mobile-based features', 'Collaborate with back-end developers and web designers to improve usability', 'Get feedback from, and build solutions for, users and customers', 'Write functional requirement documents and guides', 'Create quality mockups and prototypes', 'Help back-end developers with coding and troubleshooting', 'Ensure high quality graphic standards and brand consistency', 'Stay up-to-date on emerging technologies']","['Proven work experience as a Front-end developer', 'Hands on experience with markup languages', 'Experience with JavaScript, CSS and jQuery', 'Familiarity with browser testing and debugging', 'In-depth understanding of the entire web development process (design, development and deployment)', 'Understanding of layout aesthetics', 'Knowledge of SEO principles', 'Familiarity with software like Adobe Suite, Photoshop and content management systems', 'An ability to perform well in a fast-paced environment', 'Excellent analytical and multitasking skills', 'BSc degree in Computer Science or relevant field']",front end
Front-End Developer,['Full_Time'],Ewa,Cairo Egypt,Posted 16 days ago,137,More_Than_5_Years,Experienced_(Non-Manager),Bachelor'S_Degree,male and female,Confidential,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Angular', 'AngularJS', 'Computer_Science', 'Engineering', 'CSS', 'HTML', 'Information_Technology_(IT)', 'JavaScript', 'jQuery', 'Software_Development', 'Software_Engineering']","['Perform a full life cycle application development.', '- Ensure troubleshooting and analysis to assess root cause of application issues.', '- Deploy applications on servers.', '- Participate in the estimation of new features, and components.', '- Documenting users requirements and prepare release note']","['- Bachelor’s degree in software engineering or computer science.', '- Minimum 5 years experience in Full-Stack software development.', '- Hands-on experience #angular , #angularjs , #nodejs , #jQuery, #html , #CSS.', '- Must have their own PC/Laptop.']",front end
Senior Front End Developer,"['Full_Time', 'Work_From_Home']",Event Meeting Space,Cairo Egypt,Posted 16 days ago,129,3_To_20_Years,Experienced_(Non-Manager),Not_Specified,male and female,Confidential,['IT/Software Development'],"['React', 'React.js', 'React_js', 'Vue.js']","[""Company Overview: Join our dynamic team at Event Meeting Space startup, we are bootstrapping a remote-only company that will leads the area of event space booking for businesses in Saudi Arabia and the MENA region. Our small but dynamic team is located in multiple cities including Cairo, Riyadh, and Berlin. We are committed to innovation and excellence. We're seeking a highly skilled Senior Frontend Developer to contribute to our new product."", ""Position Overview: As a Senior Frontend Developer, you will play a pivotal role in designing and implementing user interfaces for our web applications. You'll collaborate closely with product designer and backend developer, ensuring a seamless integration between frontend and backend systems. The ideal candidate will bring extensive React experience, a passion for creating engaging user experiences, and a proven track record of delivering high-quality software solutions."", 'Responsibilities:', 'Develop and maintain robust, scalable, and efficient frontend solutions using React.', 'Collaborate with UX/UI designers to implement visually appealing and intuitive user interfaces.', 'Work closely with backend developers to integrate frontend components with server-side logic.', 'Contribute to writing clean code and maintaining a high quality coding standard.', 'Optimize application performance, ensuring responsiveness and seamless user interactions.', 'Stay current with industry trends and emerging technologies, proposing innovative solutions to enhance our products.']","['Qualifications:', ""Bachelor's degree in Computer Science, Engineering, or related field."", 'Proven experience 3+ years as a Senior Frontend Developer, with a focus on React.', 'Strong proficiency in JavaScript, HTML, CSS, and related web technologies.', 'Experience with state management libraries and modern frontend build tools.', 'Solid understanding of RESTful APIs and asynchronous request handling.', 'Familiarity with CI/CD processes and version control systems (e.g., Git).', 'Familiarity with AWS environment.', 'SEO knowledge is a strong plus.', 'Excellent problem-solving and debugging skills.', 'Strong communication and collaboration skills.', 'Benefits:', 'Competitive salary', 'Remote-only work in a trust based environment', 'Home internet compensation', 'Flexible work schedule', 'Collaborative and innovative work environment', ""If you're a passionate Senior Frontend Developer looking to make a significant impact in a dynamic company, we'd love to hear from you. Apply now to join our talented team and contribute to the future of Event Meeting Space.""]",front end
Front End Developer,['Full_Time'],FiveM,Cairo Egypt,Posted 24 days ago,577,1_To_5_Years,Experienced_(Non-Manager),Not_Specified,male and female,Confidential,"['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology']","['JavaScript', 'Front_end', 'Front_end_developer']","['Use markup languages like HTML to create user-friendly web pages', 'Maintain and improve website', 'Optimize applications for maximum speed', 'Design mobile-based features', 'Collaborate with back-end developers and web designers to improve usability', 'Get feedback from, and build solutions for, users and customers', 'Write functional requirement documents and guides', 'Create quality mockups and prototypes', 'Help back-end developers with coding and troubleshooting', 'Ensure high quality graphic standards and brand consistency', 'Stay up-to-date on emerging technologies']","['Proven work experience as a Front-end developer', 'Hands on experience with markup languages', 'Experience with JavaScript, CSS and jQuery', 'Familiarity with browser testing and debugging', 'In-depth understanding of the entire web development process (design, development and deployment)', 'Understanding of layout aesthetics', 'Knowledge of SEO principles', 'Familiarity with software like Adobe Suite, Photoshop and content management systems', 'An ability to perform well in a fast-paced environment', 'Excellent analytical and multitasking skills', 'BSc degree in Computer Science or relevant field']",front end
UI & Front End Developer,['Full_Time'],Blackstone eIT,Cairo Egypt,Posted 19 days ago,139,Not_Specified,Not_Specified,Not_Specified,male and female,Confidential,"['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology']","['Information_Technology_(IT)', 'UI', 'Computer_Science', 'UX', 'Software_Development', 'Design', 'javaScript', 'CSS', 'HTML', 'HTML5', 'Adobe_Photoshop', 'Software_Engineering', 'CSS3', 'Adobe_Illustrator', 'jQuery', 'Web_Design', 'Computer_Engineering', 'Web_Development', 'Engineering', 'UI/UX']","['BlackStone eIT, a leading computer software company, is currently seeking a UI & Front End Developer to join our dynamic team. As a UI & Front End Developer, you will play a crucial role in designing and implementing user interfaces for our software applications. You will collaborate with cross-functional teams to gather requirements, create wireframes and prototypes, and develop user-friendly and visually appealing interfaces.', 'In this role, you will utilize your expertise in HTML, CSS, and JavaScript to create responsive and optimized web applications. You will work closely with the design team to ensure a consistent and seamless user experience across different platforms and devices. The ideal candidate is a creative and detail-oriented individual with a passion for web development and a strong understanding of user-centered design principles.']",none,front end
Senior Front-end Developer,['Full_Time'],Dexef,Quweisna Monufya Egypt,Posted 20 days ago,86,3_To_5_Years,Experienced_(Non-Manager),Not_Specified,male and female,Confidential,"['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology']","['Information_Technology_(IT)', 'UI', 'UX', 'javaScript', 'HTML5', 'CSS3', 'Design', 'Computer_Science', 'Git', 'APIs', 'Agile', 'jQuery']","['We are looking for a Front-End Web Developer who is motivated to combine the art of design with the art of programming. Responsibilities will include translation of the UI/UX design wireframes to actual code that will produce visual elements of the application.', 'You will work with the UI/UX designer and bridge the gap between graphical design and technical implementation, taking an active role on both sides and defining how the application looks as well as how it works.']","['3-5 years of demonstrated experience in creating and implementing UI development', 'Must be self-motivated and able to work both independently and in conjunction with team members and product groups', 'Proficient understanding of web markup, including HTML5, CSS3.', 'Proficient understanding of client-side scripting and JavaScript frameworks, including jQuery.', 'Good understanding of asynchronous request handling, partial page updates, and AJAX calls', 'Good understanding of modern and responsive UI, And UI customization.', 'Proficient understanding of cross-browser compatibility issues and ways to work around them.', 'Proficient understanding of code versioning tools, such as Git.', 'Have a good experience with APIs integration.', 'Familiarity with E-Commerce applications design is a plus.', 'Familiarity with Agile/Scrum methodology is a plus.']",front end
Mid Senior Front End Developer,['Full_Time'],Qeema,Maadi Cairo Egypt,Posted 20 days ago,154,3_To_5_Years,Experienced_(Non-Manager),Not_Specified,male and female,Confidential,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Angular', 'Computer_Science', 'UI/UX', 'CSS', 'Frontend', 'JavaScript', 'HTML', 'Programming', 'Software_Development', 'Information_Technology_(IT)']","[""We are looking for a talented and experienced Mid-Senior Frontend Developer to join our growing team. You will be responsible for developing and maintaining our web applications' user interface and user experience using Angular CLI. You will work closely with back-end developers and designers to ensure a seamless and consistent user experience."", 'Responsibilities:', 'Develop and maintain reusable UI components using Angular CLI best practices', 'Write clean, maintainable, and well-documented code', 'Implement responsive design principles to ensure applications look good and function well on all devices', 'Collaborate with designers to ensure UI/UX consistency across all applications', 'Participate in code reviews and provide constructive feedback', 'Stay up-to-date with the latest Angular and web development technologies', 'Proactively identify and address potential issues', 'Work independently and as part of a team']","['Minimum 3 years of experience as a Frontend Developer using Angular CLI', 'Strong understanding of HTML, CSS, and JavaScript', 'Solid understanding of object-oriented programming principles', 'Experience with web accessibility best practices is a plus', 'Experience with UI/UX principles is a plus', 'Excellent communication and collaboration skills', 'Ability to work independently and manage multiple priorities', 'Strong problem-solving skills', 'Passion for learning and staying up-to-date with the latest technologies']",front end
Senior Front End Developer,['Full_Time'],Safa Soft,Maadi Cairo Egypt,Posted 22 days ago,111,4_To_6_Years,Experienced_(Non-Manager),Bachelor'S_Degree,male and female,Confidential,"['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology']","['Angular', 'React', 'Design', 'Agile', 'Software_Development', 'Information_Technology_(IT)', 'Software', 'AngularJS', 'Git', 'Computer_Science', 'JavaScript', 'JSON']","['Developing the latest user-facing features using modern React.js (hooks,context, ..etc) or Angular, AngularJS.', 'Designing a modern highly responsive web-based user interface.', 'Building reusable components and front-end libraries for future use.', 'Translating designs and wireframes into high-quality code.', 'Learn and understand user interactions.', 'Optimizing components for maximum performance across a vast array of web-capable devices and browsers.', 'Coordinating with various teams working on distinct layers.']","['Proven work experience as a Front-end developer', 'Hands-on experience with markup languages', 'Experience with JavaScript, CSS, and jQuery', 'Familiarity with browser testing and debugging', 'In-depth understanding of the entire web development process (design, development, and deployment)', 'Understanding of layout aesthetics', 'Knowledge of SEO principles', 'Familiarity with software like Adobe Suite, Photoshop, and content management systems', 'An ability to perform well in a fast-paced environment', 'Excellent analytical and multitasking skills', 'BSc degree in Computer Science or relevant field']",front end
